Drug Take-Back Site,Zip Code,County,County Code Number,County Code,FIPS County Code,State FIPS,Phone Number,Hours of Availability,Address,City,Latitude,Longitude
Townville Pharmacy and Ben Franklin Store,17756,Lycoming,41,41,41,42,(570) 546-8272,Contact location for hours,"2195 Rt 442 HWY
Muncy, Pennsylvania
",Muncy,41.1983,-76.7253
Weis Markets - Jersey Shore,17740,Lycoming,41,41,41,42,(570) 398-7757,"Monday-Friday, 8am-8pm; Saturday, 8am-6pm; Sunday, 9am-5pm","1440 Allegheny St.
Jersey Shore, Pennsylvania
",Jersey Shore,41.2016,-77.2765
Weis Markets - Montoursville,17754,Lycoming,41,41,41,42,(570) 368-5599,"Monday-Friday, 9am-9pm; Saturday, 9am-6pm; Sunday, 10am-2pm","801 Loyalsock Ave
Montoursville, Pennsylvania
",Montoursville,41.2601,-76.9191
Weis Markets - Muncy,17756,Lycoming,41,41,41,42,(570) 546-7228,Contact location for hours,"1272 East Penn St.
Muncy, Pennsylvania
",Muncy,41.2096,-76.7598
Weis Markets - Williamsport (Lycoming Creek Rd.),17701,Lycoming,41,41,41,42,(570) 326-5144,Contact location for hours,"1916 Lycoming Creek Rd.
Williamsport, Pennsylvania
",Williamsport,41.2547,-77.0425
Weis Markets - Williamsport (River Ave.),17701,Lycoming,41,41,41,42,(570) 322-5597,"Monday-Friday, 8am-8pm; Saturday 8am-6pm; Sunday, 10am-2pm","305 River Ave.
Williamsport, Pennsylvania
",Williamsport,41.2497,-76.9818
Bradford Township Police Dept.,16701,McKean,42,42,42,42,(814) 368-3564,Contact location for hours,"136 Hemlock Street
Bradford, Pennsylvania
",Bradford,41.9314,-78.652
City of Bradford Police Dept.,16701,McKean,42,42,42,42,(814) 368-6133,Contact location for hours,"18 Kennedy Street
Bradford, Pennsylvania
",Bradford,41.9565,-78.6474
Kane Borough Police Dept.,16735,McKean,42,42,42,42,(814) 837-6440,Contact location for hours,"112 Bayard Street
Kane, Pennsylvania
",Kane,41.6612,-78.8094
McKean County Sheriff's Office,16749,McKean,42,42,42,42,(814) 887-3454,Contact location for hours,"17013 Route 6
Smethport, Pennsylvania
",Smethport,41.7978,-78.4614
State Police-Troop C / Kane,16735,McKean,42,42,42,42,NA,NA,"3178 Rt 219
Kane, Pennsylvania
",Kane,41.6765,-78.6847
Borough of Grove City Police Dept.,16127,Mercer,43,43,43,42,(724) 458-7925,"Monday-Friday, 10am-2pm","337 East Pine Street
Grove City, Pennsylvania
",Grove City,41.1587,-80.0794
City of Hermitage Police Dept.,16148,Mercer,43,43,43,42,(724) 981-6780,"Monday-Friday, 10am-2pm","800 North Hermitage Road
Hermitage, Pennsylvania
",Hermitage,41.2442,-80.4489
Greenville-West Salem Police Dept.,16125,Mercer,43,43,43,42,(724) 588-4190,"Monday-Friday, 10am-2pm","125 Main Street
Greenville, Pennsylvania
",Greenville,41.4045,-80.3907
Mercer County Sheriff's Office,16137,Mercer,43,43,43,42,(724) 662-3800,"Monday-Friday, 10am-2pm","205 South Erie Street, Rm 102
Mercer, Pennsylvania
",Mercer,41.2252,-80.2398
State Police-Troop D / Mercer,16137,Mercer,43,43,43,42,NA,NA,"826 Franklin Rd.
Mercer, Pennsylvania
",Mercer,41.6765,-78.6847
The Medicine Shoppe,16125,Mercer,43,43,43,42,(724) 588-3875,Contact location for hours,"419 S. Main Street
Greenville, Pennsylvania
",Greenville,41.4101,-80.3711
The Medicine Shoppe,16148,Mercer,43,43,43,42,(724) 983-8451,Contact location for hours,"1740 E. State Street
Hermitage, Pennsylvania
",Hermitage,41.2333,-80.4773
Lewistown Police Department,17044,Mifflin,44,44,44,42,(717) 248-6716,"Monday-Friday, 8:30am-4:30pm","21 South Brown Street, Suite A
Lewistown, Pennsylvania
",Lewistown,40.5978,-77.5725
Mifflin County Sheriff's Office,17044,Mifflin,44,44,44,42,(717) 242-1105,Contact location for hours,"20 North Wayne Street
Lewistown, Pennsylvania
",Lewistown,40.5968,-77.5765
State Police-Troop G / Lewistown,17059,Mifflin,44,44,44,42,NA,NA,"34 Arch Rock Rd.
Mifflintown, Pennsylvania
",Mifflintown,40.5986,-77.412
Barrett Township Police Department,18326,Monroe,45,45,45,42,(570) 595-3476,Contact location for hours,"993 Route 390
Cresco, Pennsylvania
",Cresco,41.1718,-75.2714
Monroe County Sheriff-Monroe County Court House Lobby,18360,Monroe,45,45,45,42,NA,NA,"610 Monroe Street
Stroudsburg, Pennsylvania
",Stroudsburg,40.9869,-75.1948
Pocono Township Police Department,18372,Monroe,45,45,45,42,NA,NA,"110 Township Drive
Tannersville, Pennsylvania
",Tannersville,41.0398,-75.3057
State Police-Troop N / Swiftwater,18370,Monroe,45,45,45,42,NA,NA,"113 Enforcer Ln.
Swiftwater, Pennsylvania
",Swiftwater,40.5986,-77.412
Stroud Area Regional Police,18301,Monroe,45,45,45,42,NA,NA,"100 Day Street
East Stroudsburg, Pennsylvania
",East Stroudsburg,40.9993,-75.1868
Abington Township Police Department ,19001,Montgomery,46,46,46,42,(267) 536-1100,"Monday-Friday, 7am-8pm; Saturday, 8am-4pm","1168 Old York Road
Abington, Pennsylvania
",Abington,40.1168,-75.1206
Alliance Pharmacy Company - Jefferson Health,19001,Montgomery,46,46,46,42,(215) 481-4318,"Monday-Friday, 7:30am-5:30pm","1245 Highland Ave
Abington, Pennsylvania
",Abington,40.1187,-75.1225
Borough of Ambler Police Dept.,19002,Montgomery,46,46,46,42,(215) 646-1000,Contact location for hours,"131 Rosemary Avenue
Ambler, Pennsylvania
",Ambler,40.1528,-75.2207
Borough of Collegeville Police Dept.,19426,Montgomery,46,46,46,42,(610) 489-9332,Contact location for hours,"491 East Main Street
Collegeville, Pennsylvania
",Collegeville,40.1905,-75.4553
Borough of Conshohocken Police Dept.,19428,Montgomery,46,46,46,42,(610) 828-4032,Contact location for hours,"400 Fayette Street, Suite 100
Conshohocken, Pennsylvania
",Conshohocken,40.0764,-75.3038
Bridgeport Borough Police Dept.,19405,Montgomery,46,46,46,42,(610) 272-5660,"Monday-Friday, 8am-4pm","4th &amp; Mill Streets
Bridgeport, Pennsylvania
",Bridgeport,40.1051,-75.3452
Bryn Athyn Police Dept.,19009,Montgomery,46,46,46,42,(215) 947-0118,Contact location for hours,"2825 Buck Road
Bryn Athyn, Pennsylvania
",Bryn Athyn,40.1311,-75.0589
Cheltenham Township Police Dept.,19027,Montgomery,46,46,46,42,(215) 885-1600,Contact location for hours,"8230 Old York Road
Elkins Park, Pennsylvania
",Elkins Park,40.0816,-75.1276
Douglass Township Police Department,19525,Montgomery,46,46,46,42,(610) 367-0466,"Monday-Friday, 8am-4pm","1320 East Philadelphia Ave.
Gilbertsville, Pennsylvania
",Gilbertsville,40.3206,-75.6109
East Norriton Police Dept.,19401,Montgomery,46,46,46,42,(610) 272-0748,Contact location for hours,"2501 Stanbridge Street
East Norriton, Pennsylvania
",East Norriton,40.1419,-75.3336
Franconia Township Police Department,18969,Montgomery,46,46,46,42,(215) 723-6777,"Monday-Friday, 8am-5pm","671 Allentown Road
Telford, Pennsylvania
",Telford,40.3144,-75.3659
Hatboro Police Dept. ,19040,Montgomery,46,46,46,42,(215) 675-4400,Contact location for hours,"414 South York Road
Hatboro, Pennsylvania
",Hatboro,40.171,-75.1112
Hatfield Township Police Department,19440,Montgomery,46,46,46,42,(215) 855-0903,"Monday-Friday, 8am-12pm and 1pm-4pm","2000 School Road
Hatfield, Pennsylvania
",Hatfield,40.2852,-75.2864
Horsham Police Department,19044,Montgomery,46,46,46,42,NA,"7 days a week, 24 hours a day","1025 Horsham Road
Horsham, Pennsylvania
",Horsham,40.2073,-75.1787
Jenkintown Police Dept.,19046,Montgomery,46,46,46,42,(215) 884-1202,Contact location for hours,"700 Summit Avenue
Jenkintown, Pennsylvania
",Jenkintown,40.0941,-75.1266
Lansdale Police Department ,19446,Montgomery,46,46,46,42,(215) 368-1801 ,"7 days a week, 24 hours a day","35 Vine St
Lansdale, Pennsylvania
",Lansdale,40.2408,-75.2852
Limerick Township Police Department,19468,Montgomery,46,46,46,42,(610) 495-7909,"Monday-Friday, 8:30am-4pm","646 West Ridge Pike
Limerick, Pennsylvania
",Limerick,40.2397,-75.5407
Lower Frederick Township Police Dept.,19492,Montgomery,46,46,46,42,(610) 287-4434,Contact location for hours,"53 Spring Mount Road
Zieglerville, Pennsylvania
",Zieglerville,40.2784,-75.4723
Lower Gwynedd Township Police Dept.,19477,Montgomery,46,46,46,42,(215) 646-5303,Contact location for hours,"1130 North Bethlehem Pike
Spring House, Pennsylvania
",Spring House,40.1901,-75.2248
Lower Merion Township Police Department,19003,Montgomery,46,46,46,42,(610) 649-1000,"Monday-Friday, 7:30am-5pm","71 East Lancaster Ave.
Ardmore, Pennsylvania
",Ardmore,40.0069,-75.288
Lower Moreland Township Police Department,19006,Montgomery,46,46,46,42,(215) 947-3131,"Monday-Friday, 7am-10:30pm; Saturday 10am-3pm","640 Red Lion Road
Huntingdon Valley, Pennsylvania
",Huntingdon Valley,40.1249,-75.0612
Lower Pottsgrove Township Police Department,19464,Montgomery,46,46,46,42,(610) 326-1508,"Monday-Friday, 8 am-7pm, or by appointment","2199 Buchert Road
Pottstown, Pennsylvania
",Pottstown,40.2599,-75.6065
Lower Providence Police Department ,19403,Montgomery,46,46,46,42,(610) 539-5901,"Monday-Friday, 7am-8pm","100 Parklane Dr.
Eagleville, Pennsylvania
",Eagleville,40.1641,-75.4077
Lower Salford Township Police Dept.,19438,Montgomery,46,46,46,42,(610) 256-9500,Contact location for hours,"379 Main Street
Harleysville, Pennsylvania
",Harleysville,40.2754,-75.3801
Marlborough Twp. Police Dept.,18054,Montgomery,46,46,46,42,(215) 234-9161,"Monday-Friday, 9am-2pm","6040 Upper Ridge Road
Green Lane, Pennsylvania
",Green Lane,40.3843,-75.405
Montgomery County Courthouse û both public entrances,19403,Montgomery,46,46,46,42,(610) 278-3000,"Monday-Friday, 8:30am-4:15pm","Swede &amp; Airy Sts.
Norristown, Pennsylvania
",Norristown,40.1161,-75.3436
Montgomery Township Police Dept.,18936,Montgomery,46,46,46,42,(215) 362-2301,Contact location for hours,"1001 Stump Hall Road
Montgomeryville, Pennsylvania
",Montgomeryville,40.2315,-75.2231
Narberth Police Dept.,19072,Montgomery,46,46,46,42,(610) 649-1000,Contact location for hours,"100 Conway Avenue
Narberth, Pennsylvania
",Narberth,40.0049,-75.2646
New Hanover Twp. Police Dept.,19525,Montgomery,46,46,46,42,(610) 327-1150,"7 days a week, 24 hours a day","2943 N. Charlotte Street
Gilbertsville, Pennsylvania
",Gilbertsville,40.3019,-75.5837
Norristown Police Dept. ,19401,Montgomery,46,46,46,42,(610) 270-0977,Contact location for hours,"235 East Airy Street
Norristown, Pennsylvania
",Norristown,40.1147,-75.339
North Wales Borough Police Dept.,19454,Montgomery,46,46,46,42,(215) 699-9279,Contact location for hours,"300 School Street
North Wales, Pennsylvania
",North Wales,40.2131,-75.2792
Plymouth Twp. Police Dept.,19462,Montgomery,46,46,46,42,(610) 279-1901,"7 days a week, 24 hours a day","700 Belvoir Road
Plymouth Meeting, Pennsylvania
",Plymouth Meeting,40.1285,-75.3093
Pottstown Police Department,19464,Montgomery,46,46,46,42,(610) 970-6572,Contact location for hours,"100 East High Street
Pottstown, Pennsylvania
",Pottstown,40.2456,-75.6523
Rockledge Borough Police Dept.,19046,Montgomery,46,46,46,42,(215) 379-8801,Contact location for hours,"1 Park Avenue
Rockledge, Pennsylvania
",Rockledge,40.082,-75.0907
Royersford Borough Police Department,19468,Montgomery,46,46,46,42,(610) 256-8041,Contact location for hours,"300 Main Street
Royersford, Pennsylvania
",Royersford,40.184,-75.5405
Souderton Police Department,18964,Montgomery,46,46,46,42,(215) 723-6500,"7 days a week, 24 hours a day","31 West Summit St.
Souderton, Pennsylvania
",Souderton,40.3133,-75.3292
State Police-Troop K / Skippack,19473,Montgomery,46,46,46,42,NA,NA,"2047C Bridge Rd.
Schwenksville, Pennsylvania
",Schwenksville,40.2316,-75.4035
Telford Borough Police Dept.,18969,Montgomery,46,46,46,42,(215) 723-6700,"Monday-Friday, 8am-4pm","100 Penn Avenue
Telford, Pennsylvania
",Telford,40.3249,-75.3288
Towamencin Twp. Police Dept.,19443,Montgomery,46,46,46,42,(215) 368-7606,Contact location for hours,"1090 Troxel Road
Kulpsville, Pennsylvania
",Kulpsville,40.2435,-75.3222
Upper Dublin Township Police Department ,19034,Montgomery,46,46,46,42,(215) 646-2101,"7 days a week, 24 hours a day","801 Loch Alsh Ave.
Fort Washington, Pennsylvania
",Fort Washington,40.1531,-75.1953
Upper Gwynedd Township Police Department,19454,Montgomery,46,46,46,42,NA,"Monday-Friday, 8:30am-4:30pm","1 Parkside Place
North Wales, Pennsylvania
",North Wales,40.2109,-75.2782
Upper Merion Township Police Department,19406,Montgomery,46,46,46,42,(610) 265-3232,"7 days a week, 24 hours a day","175 W. Valley Forge Rd
King of Prussia, Pennsylvania
",King of Prussia,40.1031,-75.3924
Upper Perkiomen Police Dept.,18073,Montgomery,46,46,46,42,(215) 679-4131,"Monday-Friday, 8am-4:30pm","88 West 6th Street
Pennsburg, Pennsylvania
",Pennsburg,40.3941,-75.4959
Upper Providence Twp. Police Dept.,19456,Montgomery,46,46,46,42,(610) 933-7899,"Monday-Friday, 8am-8pm","1286 Black Rock Road
Oaks, Pennsylvania
",Oaks,40.1331,-75.4555
Walgreens Pharmacy (Norristown Location),19403,Montgomery,46,46,46,42,(484) 636û5003 ,Contact location for hours,"2803 W Main St
Norristown, Pennsylvania
",Norristown,40.1479,-75.395
West Conshohocken Police Dept.,19428,Montgomery,46,46,46,42,(610) 940-5842,Contact location for hours,"1001 New De Haven Street
West Conshohocken, Pennsylvania
",West Conshohocken,40.0673,-75.3233
West Norriton Police Dept.,19403,Montgomery,46,46,46,42,(610) 630-1701,Contact location for hours,"1630 W. Marshall Street
Norristown, Pennsylvania
",Norristown,40.129,-75.3647
West Pottsgrove Township Police Dept.,19464,Montgomery,46,46,46,42,(610) 323-2090,Contact location for hours,"980 Grosstown Road
Stowe, Pennsylvania
",Stowe,40.2604,-75.6746
Whitemarsh Township Police Dept.,19444,Montgomery,46,46,46,42,(610) 825-6530,Contact location for hours,"616 Germantown Pike
Lafayette Hill, Pennsylvania
",Lafayette Hill,40.0862,-75.2531
Whitpain Township Police Department ,19422,Montgomery,46,46,46,42,(610) 279-9033,"7 days a week, 24 hours a day","960 Wentz Road
Blue Bell, Pennsylvania
",Blue Bell,40.1618,-75.285
Geisinger Medical Center/Bush Pavilion/Knapper Clinic,17821,Montour,47,47,47,42,(570) 271-6691,"7 days a week, 24 hours a day","100 N. Academy Avenue
Danville, Pennsylvania
",Danville,40.9678,-76.6053
Montour County Court House,17821,Montour,47,47,47,42,(570) 271-3020,"Monday-Friday, 8am-4pm","29 Mill Street
Danville, Pennsylvania
",Danville,40.9597,-76.6192
Bangor Police Dept.,18013,Northampton,48,48,48,42,(610) 588-4720,Contact location for hours,"30 1st Street
Bangor, Pennsylvania
",Bangor,40.8674,-75.2065
Bethlehem Police Dept. ,18018,Northampton,48,48,48,42,(610) 865-7150,"Monday-Friday, 7am-5pm","10 East Church Street
Bethlehem, Pennsylvania
",Bethlehem,40.6187,-75.3777
Bushkill Township Police Dept.,18064,Northampton,48,48,48,42,(610) 759-9589,Contact location for hours,"1114 Bushkill Center Road
Nazareth, Pennsylvania
",Nazareth,40.799,-75.3324
Colonial Regional Police Department,18014,Northampton,48,48,48,42,(610) 861-4820,"Monday-Friday, 8am-4pm","215 East Main Street
Bath, Pennsylvania
",Bath,40.7252,-75.3905
Easton Police Dept.,18042,Northampton,48,48,48,42,(610) 250-6630,Contact location for hours,"25 S. 3rd Street
Easton, Pennsylvania
",Easton,40.6902,-75.2093
Freemansburg Police Dept.,18017,Northampton,48,48,48,42,(610) 866-2221,Contact location for hours,"600 Monroe Street
Bethlehem, Pennsylvania
",Bethlehem,40.6255,-75.3409
Lehigh Township Police Dept.,18088,Northampton,48,48,48,42,(610) 760-8800,Contact location for hours,"1043 Municipal Road
Walnutport, Pennsylvania
",Walnutport,40.7748,-75.5513
Lehigh University Police Dept.,18015,Northampton,48,48,48,42,(610) 758-4200,Contact location for hours,"321 East Packer Avenue
Bethlehem, Pennsylvania
",Bethlehem,40.6087,-75.3737
Lower Saucon Township Police Dept.,18015,Northampton,48,48,48,42,(610) 317-6110,Contact location for hours,"3700 Old Philadelphia Pike
Bethlehem, Pennsylvania
",Bethlehem,40.586,-75.3895
Nazareth Borough Police Dept.,18064,Northampton,48,48,48,42,(610) 759-9575,Contact location for hours,"134 S. Main Street
Nazareth, Pennsylvania
",Nazareth,40.7396,-75.312
NJ State Police,18343,Northampton,48,48,48,42,(973) 383-1515,"7 days a week, 24 hours a day","206 Division Street
Mount Bethel, Pennsylvania
",Mount Bethel,40.9215,-75.099
Northampton Borough Police Dept.,18067,Northampton,48,48,48,42,(610) 261-0404,Contact location for hours,"1401 Laubach Avenue
Northampton, Pennsylvania
",Northampton,40.6836,-75.4904
Northampton County Sheriff's Dept.,18042,Northampton,48,48,48,42,(610) 829-6511,Contact location for hours,"669 Washington Street
Easton, Pennsylvania
",Easton,40.6879,-75.2173
Palmer Township Police Dept.,18045,Northampton,48,48,48,42,(610) 253-5844,Contact location for hours,"5 Weller Place
Palmer, Pennsylvania
",Palmer,40.7008,-75.2705
Pen Argyl Police Department,18072,Northampton,48,48,48,42,(610) 759-8517,"Monday-Friday, 8am-4pm","11 North Robinson Avenue
Pen Argyl, Pennsylvania
",Pen Argyl,40.8689,-75.2556
Slate Belt Regional Police Dept.,18064,Northampton,48,48,48,42,(610) 759-8517,Contact location for hours,"6292 Sullivan Trail Road
Nazareth, Pennsylvania
",Nazareth,40.7404,-75.3096
State Police-Troop M / Belfast,18064,Northampton,48,48,48,42,NA,NA,"654 Bangor Rd.
Nazareth, Pennsylvania
",Nazareth,40.774,-75.2696
Tatamy Borough Police Dept.,18085,Northampton,48,48,48,42,(610) 252-2260,Contact location for hours,"423 Broad Street
Tatamy, Pennsylvania
",Tatamy,40.7406,-75.2532
Upper Nazareth Township Police Dept.,18064,Northampton,48,48,48,42,(610) 759-7448,Contact location for hours,"100 Newport Avenue
Nazareth, Pennsylvania
",Nazareth,40.7521,-75.2977
Walnutport Borough Police Dept.,18088,Northampton,48,48,48,42,(610) 767-1134,Contact location for hours,"417 S. Lincoln Avenue
Walnutport, Pennsylvania
",Walnutport,40.7525,-75.5942
Washington Township Police Dept.,18013,Northampton,48,48,48,42,(610) 599-7828,Contact location for hours,"1021 Washington Boulevard
Bangor, Pennsylvania
",Bangor,40.8305,-75.2238
Wilson Borough Police Dept.,18042,Northampton,48,48,48,42,(610) 253-1134,Contact location for hours,"2035 Butler Street
Easton, Pennsylvania
",Easton,40.6841,-75.2417
Wind Gap Boro Police Department,18091,Northampton,48,48,48,42,(610) 759-8517,"Monday-Friday, 8am-4pm","29 Mechanic Street
Wind Gap, Pennsylvania
",Wind Gap,40.847,-75.2932
Coal Twp. Police Dept.,17866,Northumberland,49,49,49,42,(570) 644-0333,"Monday-Friday, 8am-4pm","805 West Lynn Street
Coal Township, Pennsylvania
",Coal Township,40.7882,-76.5654
Milton Police Dept.,17847,Northumberland,49,49,49,42,(570) 742-8757,"Monday-Friday, 8am-3pm","1 Filbert Street
Milton, Pennsylvania
",Milton,41.0203,-76.8522
Mount Carmel Borough Police Dept.,17851,Northumberland,49,49,49,42,(570) 339-6020,"7 days a week, 24 hours a day","137 West Fourth St., Ste. 2
Mount Carmel, Pennsylvania
",Mount Carmel,40.7955,-76.415
Mount Carmel Twp. Police Dept.,17851,Northumberland,49,49,49,42,(570) 339-1653,Contact location for hours,"300 Laurel Street
Atlas, Pennsylvania
",Atlas,40.7998,-76.4277
Northumberland County Sheriff's Office,17801,Northumberland,49,49,49,42,(570) 988-4155,Contact location for hours,"201 Market Street
Sunbury, Pennsylvania
",Sunbury,40.8621,-76.7949
Ralpho Township Police Dept. ,17824,Northumberland,49,49,49,42,(570) 672-9892,Contact location for hours,"206 South Market St., Suite 4
Elysburg, Pennsylvania
",Elysburg,40.8549,-76.5432
Shamokin Police Dept.,17872,Northumberland,49,49,49,42,(570) 648-5708,Contact location for hours,"511 North Franklin Street
Shamokin, Pennsylvania
",Shamokin,40.7913,-76.5503
State Police-Troop F / Milton,17847,Northumberland,49,49,49,42,NA,NA,"50 Lawton Ln.
Milton, Pennsylvania
",Milton,41.7924,-77.1198
State Police-Troop F / Stonington,17801,Northumberland,49,49,49,42,NA,NA,"2465 SR 61
Sunbury, Pennsylvania
",Sunbury,40.774,-75.2696
Sunbury Police Dept.,17801,Northumberland,49,49,49,42,(570) 286-4584,"Monday-Friday, 8am-4pm","440 Market Street
Sunbury, Pennsylvania
",Sunbury,40.8609,-76.7899
Perry County Sheriff's Office / Courthouse (Lobby area),17068,Perry,50,50,50,42,(717) 582-5123,"Monday-Friday, 8am-4pm","2 East Main Street
New Bloomfield, Pennsylvania
",New Bloomfield,40.42,-77.1876
State Police-Troop H / Newport,17074,Perry,50,50,50,42,NA,NA,"155 Red Hill Rd.
Newport, Pennsylvania
",Newport,40.4978,-77.1052
Broad and Lehigh Pharmacy at Liberty Square,19132,Philadelphia,51,51,51,42,(215) 228-9007,"Monday-Friday, 9am-5pm; Saturday, 9am-12pm","1300 West Lehigh Avenue (Suite 102)
Philadelphia, Pennsylvania
",Philadelphia,39.9931,-75.1528
Philadelphia Police Dept.-12th Police District,19142,Philadelphia,51,51,51,42,(215) 686-3120,Contact location for hours,"65th &amp; Woodland Avenues
Philadelphia, Pennsylvania
",Philadelphia,39.9256,-75.2343
Philadelphia Police Dept.-14th Police District,19144,Philadelphia,51,51,51,42,(215) 686-3140,Contact location for hours,"43 West Haines Street
Philadelphia, Pennsylvania
",Philadelphia,40.0378,-75.1781
Philadelphia Police Dept.-15th Police District,19149,Philadelphia,51,51,51,42,(215) 686-3150,Contact location for hours,"2831 Levick Street
Philadelphia, Pennsylvania
",Philadelphia,40.0321,-75.0641
Philadelphia Police Dept.-19th Police District,19151,Philadelphia,51,51,51,42,(215) 686-3190,Contact location for hours,"6059 Haverford Ave #1 (Box located at 61st &amp; Thompson Streets)
Philadelphia, Pennsylvania
",Philadelphia,39.971,-75.2407
Philadelphia Police Dept.-1st Police District,19145,Philadelphia,51,51,51,42,(215) 686-3010,Contact location for hours,"24th &amp; Wolf Streets
Philadelphia, Pennsylvania
",Philadelphia,39.924,-75.1866
Philadelphia Police Dept.-22nd Police District,19121,Philadelphia,51,51,51,42,(215) 686-3220,Contact location for hours,"17th &amp; Montgomery Avenue
Philadelphia, Pennsylvania
",Philadelphia,39.9808,-75.1624
Philadelphia Police Dept.-25th Police District,19124,Philadelphia,51,51,51,42,(215) 686-3250,Contact location for hours,"3901 Whitaker Ave.
Philadelphia, Pennsylvania
",Philadelphia,40.0086,-75.1219
Philadelphia Police Dept.-26th Police District,19125,Philadelphia,51,51,51,42,(215) 686-3260,Contact location for hours,"Girard &amp; Montgomery Aves.
Philadelphia, Pennsylvania
",Philadelphia,39.9713,-75.1271
Philadelphia Police Dept.-35th Police District,19141,Philadelphia,51,51,51,42,(215) 686-3350,Contact location for hours,"N. Broad &amp; Champlost Sts.
Philadelphia, Pennsylvania
",Philadelphia,40.0444,-75.1435
Philadelphia Police Dept.-3rd Police District,19145,Philadelphia,51,51,51,42,(215) 686-3030,Contact location for hours,"11th &amp; Wharton Streets
Philadelphia, Pennsylvania
",Philadelphia,39.9334,-75.1623
Philadelphia Police Dept.-5th Police District,19128,Philadelphia,51,51,51,42,(215) 686-3050,Contact location for hours,"Ridge &amp; Cinnaminson Sts.
Philadelphia, Pennsylvania
",Philadelphia,40.0402,-75.2244
Philadelphia Police Dept.-6th Police District,19107,Philadelphia,51,51,51,42,(215) 686-3060,Contact location for hours,"235 N. 11th Street
Philadelphia, Pennsylvania
",Philadelphia,39.9567,-75.1571
Philadelphia Police Dept.-7th Police District,19115,Philadelphia,51,51,51,42,(215) 686-3070,Contact location for hours,"Bustleton &amp; Bowler Streets
Philadelphia, Pennsylvania
",Philadelphia,40.0911,-75.0327
State Police-Troop K / Philadelphia,19131,Philadelphia,51,51,51,42,NA,NA,"2201 Belmont Ave.
Philadelphia, Pennsylvania
",Philadelphia,39.9975,-75.2181
Walgreens Pharmacy (North Philadelphia Location),19124,Philadelphia,51,51,51,42,(215) 537-2304 ,Contact location for hours,"4001 Kensington Avenue
Philadlephia, Pennsylvania
",Philadelphia,40.0069,-75.093
Walgreens Pharmacy (South Philadelphia Location),19145,Philadelphia,51,51,51,42,(215) 468-2481,Contact location for hours,"2310 W Oregon Avenue
Philadelphia, Pennsylvania
",Philadelphia,39.9183,-75.1867
Eastern Pike Regional Police Dept.,18336,Pike,52,52,52,42,(570) 491-4700,"Monday-Friday, 8am-4pm","10 Avenue I
Matamoras, Pennsylvania
",Matamoras,41.3727,-74.7051
Lord's Valley Village Pharmacy ,18428,Pike,52,52,52,42,(570) 775-9555,Contact location for hours,"Route 739, Lords Valley Traders Market
Lords Valley, Pennsylvania
",Lords Valley,41.3498,-75.0484
Pike County Sheriff's Office,18337,Pike,52,52,52,42,(570) 296-6459,"Monday-Friday, 8:30am-4pm","500 Broad Street
Milford, Pennsylvania
",Milford,41.3245,-74.8006
State Police-Troop R / Blooming Grove,18428,Pike,52,52,52,42,NA,NA,"434 Rt 402
Hawley, Pennsylvania
",Hawley,41.3825,-75.1309
Coudersport Borough Police Dept.,16915,Potter,53,53,53,42,(814) 274-8970,Contact location for hours,"201 South West Street
Coudersport, Pennsylvania
",Coudersport,41.7715,-78.0234
Galeton Borough Police Dept.,16922,Potter,53,53,53,42,(814) 435-2600,Contact location for hours,"4 Sherman Street
Galeton, Pennsylvania
",Galeton,41.7323,-77.6408
Potter County Sheriff's Dept.,16915,Potter,53,53,53,42,(814) 274-9350,Contact location for hours,"1 East Second Street
Coudersport, Pennsylvania
",Coudersport,41.7587,-77.9559
State Police-Troop F / Coudersport,16915,Potter,53,53,53,42,NA,NA,"3140 E Second St.
Coudersport, Pennsylvania
",Coudersport,41.7663,-77.974
Sweden Twp. Police Dept.,16915,Potter,53,53,53,42,(814) 274-0654,Contact location for hours,"129 Cherry Springs Road
Coudersport, Pennsylvania
",Coudersport,41.7544,-77.9499
Frackville Police Dept. ,17931,Schuylkill,54,54,54,42,(570) 874-0238,Contact location for hours,"42 S. Center Street
Frackville, Pennsylvania
",Frackville,40.7831,-76.2348
McAdoo Police Dept. ,18237,Schuylkill,54,54,54,42,(570) 929-2590,Contact location for hours,"23 North Hancock Street
McAdoo, Pennsylvania
",McAdoo,40.9027,-75.9949
Orwigsburg Borough Police Dept.,17961,Schuylkill,54,54,54,42,(570) 366-3102,"7 days a week, 24 hours a day","209 N. Warran Street
Orwigsburg, Pennsylvania
",Orwigsburg,40.6561,-76.1004
Schuylkill County Sheriff's Dept.,17901,Schuylkill,54,54,54,42,(570) 628-1440,"Monday-Friday, 8:30am-4:30pm","401 North Second Street
Pottsville, Pennsylvania
",Pottsville,40.6883,-76.1983
State Police-Troop L /Schuylkill Haven,17972,Schuylkill,54,54,54,42,NA,NA,"23 Meadowbrook Dr.
Schuylkill Haven, Pennsylvania
",Schuylkill Haven,41.7663,-77.974
Middleburg Police Dept.,17842,Snyder,55,55,55,42,(570) 837-0321,"Monday-Friday, 8am-4pm","13 N. Main Street
Middleburg, Pennsylvania
",Middleburg,40.7928,-77.0467
Selinsgrove Police Dept.,17870,Snyder,55,55,55,42,(570) 374-8655,"Monday-Friday, 8am-12pm and 1pm-4pm","100 W. Pine Street
Selinsgrove, Pennsylvania
",Selinsgrove,40.7998,-76.8634
